117-164G,117-164G,164G,164G,117G,117G,WT,WT
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.)
538.9500122,0.189302683,538.9500122,0.162490383,538.9500122,0.109848328,538.9500122,0.206380606
540,0.114773057,540,0.187473372,540,0.200235277,540,0.253549695
541.0200195,0.157109186,541.0200195,0.257168591,541.0200195,0.163463354,541.0200195,0.153879032
542.0499878,0.121375009,542.0499878,0.224435896,542.0499878,0.169857144,542.0499878,0.167321265
542.9400024,0.084963933,542.9400024,0.229404107,542.9400024,0.17046085,542.9400024,0.095800452
543.9699707,0.213379771,543.9699707,0.137027368,543.9699707,0.144376129,543.9699707,0.179902345
545,0.137267187,545,0.241364747,545,0.128562242,545,0.163860917
546.0200195,0.184234768,546.0200195,0.222448483,546.0200195,0.135461196,546.0200195,0.196887478
547.0499878,0.151602969,547.0499878,0.16186744,547.0499878,0.110234886,547.0499878,0.186900005
547.9400024,0.122200303,547.9400024,0.213560224,547.9400024,0.194506094,547.9400024,0.237332374
548.9699707,0.227010801,548.9699707,0.206157237,548.9699707,0.165746346,548.9699707,0.214404553
550,0.191806376,550,0.237721264,550,0.164347068,550,0.25669986
551.039978,0.174100772,551.039978,0.247784883,551.039978,0.197902232,551.039978,0.154414982
551.9400024,0.165118322,551.9400024,0.231469572,551.9400024,0.11945495,551.9400024,0.271960825
552.9799805,0.177058518,552.9799805,0.218148261,552.9799805,0.195329085,552.9799805,0.217013896
554.0200195,0.120352462,554.0200195,0.242409542,554.0200195,0.208586812,554.0200195,0.213885441
555.0700073,0.155325055,555.0700073,0.249029636,555.0700073,0.18125324,555.0700073,0.254563063
555.9699707,0.127905592,555.9699707,0.248609081,555.9699707,0.165476397,555.9699707,0.207648382
557.0100098,0.094211958,557.0100098,0.168533161,557.0100098,0.153147176,557.0100098,0.28320834
558.0499878,0.119998626,558.0499878,0.170870066,558.0499878,0.21404843,558.0499878,0.196555987
558.9500122,0.206809193,558.9500122,0.203145355,558.9500122,0.190169945,558.9500122,0.227044493
560,0.119139813,560,0.226394072,560,0.112401322,560,0.205611482
561.0200195,0.155907601,561.0200195,0.223160654,561.0200195,0.191980451,561.0200195,0.230753467
562.0499878,0.112732723,562.0499878,0.198453784,562.0499878,0.225706205,562.0499878,0.194384813
562.9400024,0.169477165,562.9400024,0.17912434,562.9400024,0.224682212,562.9400024,0.193893209
563.9699707,0.196547598,563.9699707,0.142445371,563.9699707,0.193106115,563.9699707,0.225717962
565,0.192607373,565,0.207677141,565,0.111707844,565,0.207268208
566.0200195,0.19549346,566.0200195,0.164962053,566.0200195,0.222699985,566.0200195,0.20627594
567.0499878,0.164529234,567.0499878,0.168514714,567.0499878,0.200836524,567.0499878,0.153546929
567.9400024,0.14666678,567.9400024,0.143862963,567.9400024,0.157842115,567.9400024,0.1885418
568.9699707,0.178965583,568.9699707,0.162740886,568.9699707,0.19294861,568.9699707,0.214270398
570,0.086661123,570,0.143180803,570,0.189651907,570,0.187285036
571.0200195,0.16121231,571.0200195,0.162552938,571.0200195,0.111936763,571.0200195,0.247939542
572.0499878,0.138263583,572.0499878,0.143161506,572.0499878,0.11267703,572.0499878,0.120274909
572.9400024,0.123181962,572.9400024,0.258758992,572.9400024,0.156683877,572.9400024,0.194999531
573.9699707,0.121894948,573.9699707,0.13074629,573.9699707,0.1736096,573.9699707,0.187577277
575,0.162078708,575,0.269354403,575,0.120271809,575,0.161298543
576.0200195,0.103581324,576.0200195,0.135095194,576.0200195,0.137569323,576.0200195,0.170903653
577.0499878,0.119648919,577.0499878,0.154387161,577.0499878,0.120699018,577.0499878,0.153271064
577.9400024,0.079125747,577.9400024,0.204855979,577.9400024,0.137223631,577.9400024,0.112867795
578.9699707,0.085764028,578.9699707,0.161979213,578.9699707,0.223694399,578.9699707,0.200264692
580,0.088727213,580,0.129919633,580,0.152199283,580,0.171673819
581.0200195,0.182564244,581.0200195,0.168492004,581.0200195,0.119542666,581.0200195,0.120778151
582.0499878,0.172553629,582.0499878,0.185500905,582.0499878,0.110854343,582.0499878,0.129036695
582.9400024,0.147881374,582.9400024,0.182084605,582.9400024,0.198166519,582.9400024,0.12823692
583.9699707,0.085884094,583.9699707,0.158586115,583.9699707,0.10400416,583.9699707,0.105813578
585,0.194631711,585,0.167854905,585,0.146191284,585,0.232614249
586.0200195,0.067634396,586.0200195,0.175682083,586.0200195,0.051086873,586.0200195,0.227908239
587.0499878,0.103169002,587.0499878,0.115055442,587.0499878,0.086418472,587.0499878,0.170408562
587.9400024,0.114670806,587.9400024,0.157077655,587.9400024,0.135674849,587.9400024,0.137506664
588.9699707,0.07790859,588.9699707,0.19805561,588.9699707,0.101864979,588.9699707,0.161857784
590,0.104432277,590,0.112371206,590,0.170692161,590,0.154507771
591.0200195,0.034726445,591.0200195,0.173065767,591.0200195,0.085317686,591.0200195,0.034217574
592.0499878,0.119436599,592.0499878,0.12124256,592.0499878,0.170692161,592.0499878,0.170444861
592.9400024,0.068398871,592.9400024,0.196569443,592.9400024,0.136921823,592.9400024,0.077893756
593.9699707,0.052765343,593.9699707,0.025912553,593.9699707,0.068467356,593.9699707,0.127709568
595,0.085508086,595,0.094911858,595,0.144756004,595,0.207921818
596.0200195,0.095354505,596.0200195,0.17216742,596.0200195,0.09301696,596.0200195,0.110154554
597.0499878,0.070392177,597.0499878,0.118960626,597.0499878,0.109690756,597.0499878,0.154194072
597.9400024,0.026383135,597.9400024,0.068198867,597.9400024,0.10927859,597.9400024,0.138134673
598.9699707,0.097833432,598.9699707,0.155165717,598.9699707,0.110622294,598.9699707,0.094087861
600,0.077456668,600,0.086962573,600,0.0757512,600,0.102575496
601.0200195,0.042705111,601.0200195,0.08575815,601.0200195,0.025500663,601.0200195,0.111256599
602.0499878,0.05899705,602.0499878,0.086000793,602.0499878,0.127232939,602.0499878,0.025363544
602.9400024,0.042582184,602.9400024,0.102576375,602.9400024,0.034017656,602.9400024,0.059750415
603.9699707,0.085922457,603.9699707,0.111900151,603.9699707,0.101315409,603.9699707,0.104759581
605,0.110267609,605,0.034694213,605,0.025100403,605,0.016960796
606.0200195,0.102855973,606.0200195,0.069208942,606.0200195,0.15918763,606.0200195,0.111361437
607.0499878,0.075570792,607.0499878,0.077560797,607.0499878,0.050450694,607.0499878,0.05958664
607.9400024,0.098640554,607.9400024,0.122811325,607.9400024,-0.016922908,607.9400024,0.085459866
608.9699707,0.091126964,608.9699707,-0.008891972,608.9699707,0.109583497,608.9699707,0.075752474
610,0.103852943,610,0.068446271,610,0.059530895,610,0.07673157
611.0100098,0.025744002,611.0100098,0.138371199,611.0100098,0.058787469,611.0100098,0.10243278
612.0200195,0.061515749,612.0200195,0.085634768,612.0200195,0.059178602,612.0200195,0.060260672
613.039978,0.106596544,613.039978,0.034464635,613.039978,0.008336807,613.039978,0.076169841
614.0499878,0.02621438,614.0499878,0.086022988,614.0499878,0.102096379,614.0499878,0.126357287
615.0700073,0.086198717,615.0700073,0.068706088,615.0700073,0.07762301,615.0700073,0.060131773
615.9400024,0.043462764,615.9400024,0.06927307,615.9400024,0.044091322,615.9400024,0.033586066
616.9500122,0.07020808,616.9500122,0,616.9500122,0.112622365,616.9500122,0.07739605
617.9699707,0.077847935,617.9699707,0.079316817,617.9699707,0.089031339,617.9699707,0.110629819
618.9799805,-0.008666562,618.9799805,0.034474436,618.9799805,0.052295785,618.9799805,0.043354604
620,0.017479768,620,0.102663256,620,0.035302944,620,0.092800379
621.0100098,0.025698794,621.0100098,0.086068146,621.0100098,0.070341416,621.0100098,0.059568889
622.0200195,0.043485824,622.0200195,0.076308049,622.0200195,0.103583112,622.0200195,0.008545548
623.039978,0.051289067,623.039978,0.077256531,623.039978,0.051093832,623.039978,0.16289717
624.0499878,0.094650522,624.0499878,0.162472323,624.0499878,0.051513642,624.0499878,0.093388915
625.0700073,0.026017953,625.0700073,0,625.0700073,0.043327931,625.0700073,0.077530064
,,,,,,,
117-164G,,,,,,,
117-164G,,,,,,,
Collection Time: 7/16/2021 3:33:56 PM,,,,,,,
Operator Name  :,,,,,,,
Scan Software Version: 1.1(132),,,,,,,
Parameter List :,,,,,,,
Instrument                        Cary Eclipse,,,,,,,
Instrument Serial Number          FL1005M016,,,,,,,
Data mode                         Fluorescence,,,,,,,
Scan mode                         Emission,,,,,,,
X Mode                            Wavelength (nm),,,,,,,
Start (nm)                        480.00,,,,,,,
Stop (nm)                         625.00,,,,,,,
Ex. Wavelength (nm)               409.00,,,,,,,
Ex. Slit (nm)                     5,,,,,,,
Em. Slit (nm)                     5,,,,,,,
Scan rate (nm/min)                600.00,,,,,,,
Data interval (nm)                1.0000,,,,,,,
Averaging Time (s)                0.1000,,,,,,,
Excitation filter                 Auto,,,,,,,
Emission filter                   Open,,,,,,,
PMT voltage (V)                   Medium,,,,,,,
Corrected spectra                 OFF,,,,,,,
Multicell holder                  Multicell,,,,,,,
Multi zero                       OFF,,,,,,,
Method Log     :,,,,,,,
Method Name    : C:\Documents and Settings\Shimon Bershtein\My Documents\Carl\L82V_muts_2.FBSW,,,,,,,
Date/Time stamp: 7/16/2021 3:33:44 PM,,,,,,,
Method Modifications:,,,,,,,
Excitation Wavelength Changed: 7/16/2021 2:40:47 PM, Old: 350.00, New: 409.00,,,,,
Cell Changer Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell1 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell2 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell3 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell4 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Monitoring device: Changed: 7/16/2021 3:12:40 PM, Old:PCB 150, New:Block,,,,,
Emission Wavelength Changed: 7/16/2021 3:12:40 PM, Old: 400.00, New: 480.00,,,,,
Stop Wavelength Changed: 7/16/2021 3:12:40 PM, Old: 600.00, New: 625.00,,,,,
Autoconvert Changed: 7/16/2021 3:13:37 PM, Old:None, New:Ascii with Log,,,,,
Post run email Changed: 7/16/2021 3:13:37 PM, Old:OFF, New:ON,,,,,
Mail Send file Changed: 7/16/2021 3:13:37 PM, Old:OFF, New:ON,,,,,
Mail To Changed: 7/16/2021 3:13:37 PM, Old:, New:carlho@college.harvard.edu,,,,,
Sample1 Changed: 7/16/2021 3:15:22 PM, Old:Sample1, New:117-164G,,,,,
Sample2 Changed: 7/16/2021 3:15:22 PM, Old:Sample2, New:164G,,,,,
Sample3 Changed: 7/16/2021 3:15:22 PM, Old:Sample3, New:117G,,,,,
Sample4 Changed: 7/16/2021 3:15:22 PM, Old:Sample4, New:WT,,,,,
Post run email Changed: 7/16/2021 3:17:42 PM, Old:ON, New:OFF,,,,,
Mail To Changed: 7/16/2021 3:17:42 PM, Old:carlho@college.harvard.edu, New:,,,,,
End Method Modifications,,,,,,,
,,,,,,,
164G,,,,,,,
164G,,,,,,,
Collection Time: 7/16/2021 3:34:16 PM,,,,,,,
Operator Name  :,,,,,,,
Scan Software Version: 1.1(132),,,,,,,
Parameter List :,,,,,,,
Instrument                        Cary Eclipse,,,,,,,
Instrument Serial Number          FL1005M016,,,,,,,
Data mode                         Fluorescence,,,,,,,
Scan mode                         Emission,,,,,,,
X Mode                            Wavelength (nm),,,,,,,
Start (nm)                        480.00,,,,,,,
Stop (nm)                         625.00,,,,,,,
Ex. Wavelength (nm)               409.00,,,,,,,
Ex. Slit (nm)                     5,,,,,,,
Em. Slit (nm)                     5,,,,,,,
Scan rate (nm/min)                600.00,,,,,,,
Data interval (nm)                1.0000,,,,,,,
Averaging Time (s)                0.1000,,,,,,,
Excitation filter                 Auto,,,,,,,
Emission filter                   Open,,,,,,,
PMT voltage (V)                   Medium,,,,,,,
Corrected spectra                 OFF,,,,,,,
Multicell holder                  Multicell,,,,,,,
Multi zero                       OFF,,,,,,,
Method Log     :,,,,,,,
Method Name    : C:\Documents and Settings\Shimon Bershtein\My Documents\Carl\L82V_muts_2.FBSW,,,,,,,
Date/Time stamp: 7/16/2021 3:33:44 PM,,,,,,,
Method Modifications:,,,,,,,
Excitation Wavelength Changed: 7/16/2021 2:40:47 PM, Old: 350.00, New: 409.00,,,,,
Cell Changer Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell1 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell2 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell3 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell4 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Monitoring device: Changed: 7/16/2021 3:12:40 PM, Old:PCB 150, New:Block,,,,,
Emission Wavelength Changed: 7/16/2021 3:12:40 PM, Old: 400.00, New: 480.00,,,,,
Stop Wavelength Changed: 7/16/2021 3:12:40 PM, Old: 600.00, New: 625.00,,,,,
Autoconvert Changed: 7/16/2021 3:13:37 PM, Old:None, New:Ascii with Log,,,,,
Post run email Changed: 7/16/2021 3:13:37 PM, Old:OFF, New:ON,,,,,
Mail Send file Changed: 7/16/2021 3:13:37 PM, Old:OFF, New:ON,,,,,
Mail To Changed: 7/16/2021 3:13:37 PM, Old:, New:carlho@college.harvard.edu,,,,,
Sample1 Changed: 7/16/2021 3:15:22 PM, Old:Sample1, New:117-164G,,,,,
Sample2 Changed: 7/16/2021 3:15:22 PM, Old:Sample2, New:164G,,,,,
Sample3 Changed: 7/16/2021 3:15:22 PM, Old:Sample3, New:117G,,,,,
Sample4 Changed: 7/16/2021 3:15:22 PM, Old:Sample4, New:WT,,,,,
Post run email Changed: 7/16/2021 3:17:42 PM, Old:ON, New:OFF,,,,,
Mail To Changed: 7/16/2021 3:17:42 PM, Old:carlho@college.harvard.edu, New:,,,,,
End Method Modifications,,,,,,,
,,,,,,,
117G,,,,,,,
117G,,,,,,,
Collection Time: 7/16/2021 3:34:33 PM,,,,,,,
Operator Name  :,,,,,,,
Scan Software Version: 1.1(132),,,,,,,
Parameter List :,,,,,,,
Instrument                        Cary Eclipse,,,,,,,
Instrument Serial Number          FL1005M016,,,,,,,
Data mode                         Fluorescence,,,,,,,
Scan mode                         Emission,,,,,,,
X Mode                            Wavelength (nm),,,,,,,
Start (nm)                        480.00,,,,,,,
Stop (nm)                         625.00,,,,,,,
Ex. Wavelength (nm)               409.00,,,,,,,
Ex. Slit (nm)                     5,,,,,,,
Em. Slit (nm)                     5,,,,,,,
Scan rate (nm/min)                600.00,,,,,,,
Data interval (nm)                1.0000,,,,,,,
Averaging Time (s)                0.1000,,,,,,,
Excitation filter                 Auto,,,,,,,
Emission filter                   Open,,,,,,,
PMT voltage (V)                   Medium,,,,,,,
Corrected spectra                 OFF,,,,,,,
Multicell holder                  Multicell,,,,,,,
Multi zero                       OFF,,,,,,,
Method Log     :,,,,,,,
Method Name    : C:\Documents and Settings\Shimon Bershtein\My Documents\Carl\L82V_muts_2.FBSW,,,,,,,
Date/Time stamp: 7/16/2021 3:33:44 PM,,,,,,,
Method Modifications:,,,,,,,
Excitation Wavelength Changed: 7/16/2021 2:40:47 PM, Old: 350.00, New: 409.00,,,,,
Cell Changer Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell1 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell2 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell3 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell4 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Monitoring device: Changed: 7/16/2021 3:12:40 PM, Old:PCB 150, New:Block,,,,,
Emission Wavelength Changed: 7/16/2021 3:12:40 PM, Old: 400.00, New: 480.00,,,,,
Stop Wavelength Changed: 7/16/2021 3:12:40 PM, Old: 600.00, New: 625.00,,,,,
Autoconvert Changed: 7/16/2021 3:13:37 PM, Old:None, New:Ascii with Log,,,,,
Post run email Changed: 7/16/2021 3:13:37 PM, Old:OFF, New:ON,,,,,
Mail Send file Changed: 7/16/2021 3:13:37 PM, Old:OFF, New:ON,,,,,
Mail To Changed: 7/16/2021 3:13:37 PM, Old:, New:carlho@college.harvard.edu,,,,,
Sample1 Changed: 7/16/2021 3:15:22 PM, Old:Sample1, New:117-164G,,,,,
Sample2 Changed: 7/16/2021 3:15:22 PM, Old:Sample2, New:164G,,,,,
Sample3 Changed: 7/16/2021 3:15:22 PM, Old:Sample3, New:117G,,,,,
Sample4 Changed: 7/16/2021 3:15:22 PM, Old:Sample4, New:WT,,,,,
Post run email Changed: 7/16/2021 3:17:42 PM, Old:ON, New:OFF,,,,,
Mail To Changed: 7/16/2021 3:17:42 PM, Old:carlho@college.harvard.edu, New:,,,,,
End Method Modifications,,,,,,,
,,,,,,,
WT,,,,,,,
WT,,,,,,,
Collection Time: 7/16/2021 3:34:50 PM,,,,,,,
Operator Name  :,,,,,,,
Scan Software Version: 1.1(132),,,,,,,
Parameter List :,,,,,,,
Instrument                        Cary Eclipse,,,,,,,
Instrument Serial Number          FL1005M016,,,,,,,
Data mode                         Fluorescence,,,,,,,
Scan mode                         Emission,,,,,,,
X Mode                            Wavelength (nm),,,,,,,
Start (nm)                        480.00,,,,,,,
Stop (nm)                         625.00,,,,,,,
Ex. Wavelength (nm)               409.00,,,,,,,
Ex. Slit (nm)                     5,,,,,,,
Em. Slit (nm)                     5,,,,,,,
Scan rate (nm/min)                600.00,,,,,,,
Data interval (nm)                1.0000,,,,,,,
Averaging Time (s)                0.1000,,,,,,,
Excitation filter                 Auto,,,,,,,
Emission filter                   Open,,,,,,,
PMT voltage (V)                   Medium,,,,,,,
Corrected spectra                 OFF,,,,,,,
Multicell holder                  Multicell,,,,,,,
Multi zero                       OFF,,,,,,,
Method Log     :,,,,,,,
Method Name    : C:\Documents and Settings\Shimon Bershtein\My Documents\Carl\L82V_muts_2.FBSW,,,,,,,
Date/Time stamp: 7/16/2021 3:33:44 PM,,,,,,,
Method Modifications:,,,,,,,
Excitation Wavelength Changed: 7/16/2021 2:40:47 PM, Old: 350.00, New: 409.00,,,,,
Cell Changer Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell1 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell2 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell3 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell4 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Monitoring device: Changed: 7/16/2021 3:12:40 PM, Old:PCB 150, New:Block,,,,,
Emission Wavelength Changed: 7/16/2021 3:12:40 PM, Old: 400.00, New: 480.00,,,,,
Stop Wavelength Changed: 7/16/2021 3:12:40 PM, Old: 600.00, New: 625.00,,,,,
Autoconvert Changed: 7/16/2021 3:13:37 PM, Old:None, New:Ascii with Log,,,,,
Post run email Changed: 7/16/2021 3:13:37 PM, Old:OFF, New:ON,,,,,
Mail Send file Changed: 7/16/2021 3:13:37 PM, Old:OFF, New:ON,,,,,
Mail To Changed: 7/16/2021 3:13:37 PM, Old:, New:carlho@college.harvard.edu,,,,,
Sample1 Changed: 7/16/2021 3:15:22 PM, Old:Sample1, New:117-164G,,,,,
Sample2 Changed: 7/16/2021 3:15:22 PM, Old:Sample2, New:164G,,,,,
Sample3 Changed: 7/16/2021 3:15:22 PM, Old:Sample3, New:117G,,,,,
Sample4 Changed: 7/16/2021 3:15:22 PM, Old:Sample4, New:WT,,,,,
Post run email Changed: 7/16/2021 3:17:42 PM, Old:ON, New:OFF,,,,,
Mail To Changed: 7/16/2021 3:17:42 PM, Old:carlho@college.harvard.edu, New:,,,,,
End Method Modifications,,,,,,,
