117-164G,117-164G,164G,164G,117G,117G,WT,WT
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.)
538.9500122,0.184181452,538.9500122,0.216034979,538.9500122,0.18250078,538.9500122,0.264279634
540,0.190022111,540,0.193512067,540,0.212923616,540,0.282674611
541.0200195,0.155980557,541.0200195,0.169317901,541.0200195,0.295988083,541.0200195,0.271303684
542.0499878,0.174521595,542.0499878,0.222646594,542.0499878,0.251367331,542.0499878,0.147465766
542.9400024,0.19539924,542.9400024,0.196754411,542.9400024,0.230824471,542.9400024,0.189281508
543.9699707,0.203765228,543.9699707,0.252677083,543.9699707,0.218707353,543.9699707,0.303416491
545,0.147595078,545,0.223396495,545,0.258971185,545,0.286610097
546.0200195,0.171566308,546.0200195,0.242281601,546.0200195,0.226163656,546.0200195,0.340776473
547.0499878,0.2092105,547.0499878,0.232476041,547.0499878,0.164956331,547.0499878,0.196316093
547.9400024,0.208420172,547.9400024,0.178077787,547.9400024,0.223404154,547.9400024,0.283744037
548.9699707,0.213620439,548.9699707,0.196997076,548.9699707,0.248226047,548.9699707,0.224662781
550,0.321431667,550,0.210243046,550,0.190211058,550,0.232034504
551.039978,0.208452761,551.039978,0.145536736,551.039978,0.235801682,551.039978,0.284078687
551.9400024,0.222841218,551.9400024,0.163158745,551.9400024,0.180434078,551.9400024,0.212171868
552.9799805,0.190934107,552.9799805,0.169678465,552.9799805,0.2394595,552.9799805,0.189764768
554.0200195,0.213951334,554.0200195,0.235128149,554.0200195,0.243721977,554.0200195,0.26358974
555.0700073,0.161780611,555.0700073,0.202700988,555.0700073,0.275645852,555.0700073,0.268737972
555.9699707,0.231527135,555.9699707,0.192281961,555.9699707,0.237740934,555.9699707,0.232188165
557.0100098,0.136397734,557.0100098,0.222264022,557.0100098,0.19731988,557.0100098,0.326185852
558.0499878,0.205932573,558.0499878,0.17947951,558.0499878,0.149717748,558.0499878,0.180716664
558.9500122,0.177025467,558.9500122,0.194084644,558.9500122,0.244219407,558.9500122,0.266300142
560,0.076529309,560,0.209219605,560,0.255924642,560,0.128360912
561.0200195,0.195836335,561.0200195,0.296534777,561.0200195,0.240678027,561.0200195,0.249228671
562.0499878,0.172011927,562.0499878,0.189661712,562.0499878,0.173419938,562.0499878,0.239795834
562.9400024,0.217627853,562.9400024,0.104851112,562.9400024,0.154709622,562.9400024,0.236474499
563.9699707,0.215129629,563.9699707,0.211961404,563.9699707,0.255178005,563.9699707,0.212985277
565,0.196095154,565,0.156245932,565,0.170902193,565,0.119212858
566.0200195,0.095872268,566.0200195,0.162239239,566.0200195,0.20657067,566.0200195,0.155221924
567.0499878,0.180844292,567.0499878,0.143850803,567.0499878,0.189766422,567.0499878,0.234131113
567.9400024,0.147502869,567.9400024,0.163477421,567.9400024,0.215392843,567.9400024,0.215166673
568.9699707,0.147722036,568.9699707,0.193589658,568.9699707,0.118785001,568.9699707,0.179171711
570,0.242128655,570,0.147450402,570,0.159882873,570,0.141987473
571.0200195,0.233011708,571.0200195,0.164293066,571.0200195,0.186552912,571.0200195,0.240028128
572.0499878,0.158236191,572.0499878,0.18211934,572.0499878,0.152241752,572.0499878,0.137263641
572.9400024,0.164718941,572.9400024,0.096075743,572.9400024,0.136898398,572.9400024,0.093956865
573.9699707,0.09377744,573.9699707,0.14066799,573.9699707,0.18815802,573.9699707,0.154842705
575,0.162845507,575,0.144469529,575,0.085741229,575,0.186722353
576.0200195,0.078597128,576.0200195,0.141135797,576.0200195,0.137056708,576.0200195,0.162690729
577.0499878,0.147175953,577.0499878,0.093190327,577.0499878,0.172001585,577.0499878,0.213452637
577.9400024,0.078975767,577.9400024,0.113611542,577.9400024,0.145171344,577.9400024,0.241600081
578.9699707,0.163588613,578.9699707,0.103506275,578.9699707,0.254668921,578.9699707,0.159587413
580,0.129518032,580,0.146284387,580,0.161210954,580,0.169309303
581.0200195,0.163947165,581.0200195,0.156018421,581.0200195,0.07603021,581.0200195,0.189455912
582.0499878,0.121538334,582.0499878,0.181580797,582.0499878,0.077188954,582.0499878,0.11086569
582.9400024,0.105690554,582.9400024,0.145580351,582.9400024,0.15173611,582.9400024,0.1613684
583.9699707,0.09731327,583.9699707,0.140135765,583.9699707,0.051074699,583.9699707,0.118097618
585,0.053981107,585,0.0949094,585,0.093440481,585,0.068385422
586.0200195,0.10549172,586.0200195,0.11310643,586.0200195,0.127723709,586.0200195,0.152346119
587.0499878,0.062798858,587.0499878,0.051894587,587.0499878,0.093410321,587.0499878,0.165118322
587.9400024,0.060924131,587.9400024,0.086615331,587.9400024,0.118307196,587.9400024,0.076586619
588.9699707,0.157753587,588.9699707,0.077383414,588.9699707,0.133734524,588.9699707,0.085217349
590,0.190156788,590,0.111476034,590,0.092501491,590,0.093821429
591.0200195,0.089332774,591.0200195,0.10417752,591.0200195,0.134599686,591.0200195,0.092377201
592.0499878,0.189790964,592.0499878,0.09373828,592.0499878,0.058685448,592.0499878,0.112085395
592.9400024,0.129197851,592.9400024,0.077784017,592.9400024,0.075369939,592.9400024,0.093122482
593.9699707,0.051329434,593.9699707,0.094224066,593.9699707,0.101010107,593.9699707,0.102286093
595,0.050763998,595,0.102293067,595,0.083758406,595,0.059890997
596.0200195,0.1223787,596.0200195,0.111704961,596.0200195,0.11902839,596.0200195,0.102205068
597.0499878,0.102202468,597.0499878,0.095409088,597.0499878,0.101727672,597.0499878,0.059780519
597.9400024,0.025922854,597.9400024,0.025637956,597.9400024,0.033720274,597.9400024,0.10929697
598.9699707,0.078139924,598.9699707,0.060204696,598.9699707,0.058497615,598.9699707,0.050888427
600,0.12586984,600,0.051576965,600,0.085773595,600,0.142310619
601.0200195,0.104395941,601.0200195,0.086601831,601.0200195,0.087987125,601.0200195,0.068496674
602.0499878,-0.008681687,602.0499878,0.025645409,602.0499878,0.079423212,602.0499878,0.110265739
602.9400024,0.017834213,602.9400024,0.112302281,602.9400024,0.09622366,602.9400024,0.09403237
603.9699707,0.026035339,603.9699707,0.06015813,603.9699707,0.052734271,603.9699707,0.051133022
605,0.060705394,605,0.136367515,605,0.078800827,605,0.188080818
606.0200195,0.113023825,606.0200195,0.068453886,606.0200195,0.106083915,606.0200195,0.134663135
607.0499878,0.090560026,607.0499878,0.077732965,607.0499878,0.059434861,607.0499878,0.059607953
607.9400024,0.122738116,607.9400024,0.061245561,607.9400024,0.078621164,607.9400024,0.051049057
608.9699707,0.044506952,608.9699707,0.06006676,608.9699707,0.0606733,608.9699707,0.059975669
610,0.060117833,610,0.051569428,610,0.034724031,610,0.034151256
611.0100098,0.078736708,611.0100098,0.086688913,611.0100098,0.094220027,611.0100098,0.119786099
612.0200195,0.043782838,612.0200195,0.084878832,612.0200195,-0.008614452,612.0200195,0.059637915
613.039978,0.079558015,613.039978,0.084585913,613.039978,0.017622698,613.039978,0.05125314
614.0499878,0.05249206,614.0499878,0.077655159,614.0499878,0.069066733,614.0499878,0
615.0700073,0,615.0700073,0.03461555,615.0700073,0.060849458,615.0700073,0.042364262
615.9400024,0.026365282,615.9400024,0.017207408,615.9400024,0,615.9400024,0.127981991
616.9500122,0.008895373,616.9500122,0.02612808,616.9500122,0.025937198,616.9500122,0.076711304
617.9699707,0.112624325,617.9699707,0.052665763,617.9699707,0.129443139,617.9699707,0.050889291
618.9799805,0.0870004,618.9799805,0.035865758,618.9799805,0.026148347,618.9799805,0.017346805
620,0.078652769,620,0.027167762,620,0.051889647,620,0.062368579
621.0100098,-0.009034159,621.0100098,0.070256174,621.0100098,0.052698608,621.0100098,0.008462815
622.0200195,0.034909498,622.0200195,0.00863804,622.0200195,0.017201638,622.0200195,0.085287116
623.039978,0.070256174,623.039978,0.026642747,623.039978,0.017148098,623.039978,-0.008669041
624.0499878,0.043404285,624.0499878,-0.01786847,624.0499878,-0.033897731,624.0499878,0.008475294
625.0700073,0.06943661,625.0700073,0.078442991,625.0700073,0.078742914,625.0700073,-0.052345973
,,,,,,,
117-164G,,,,,,,
117-164G,,,,,,,
Collection Time: 7/16/2021 4:27:05 PM,,,,,,,
Operator Name  :,,,,,,,
Scan Software Version: 1.1(132),,,,,,,
Parameter List :,,,,,,,
Instrument                        Cary Eclipse,,,,,,,
Instrument Serial Number          FL1005M016,,,,,,,
Data mode                         Fluorescence,,,,,,,
Scan mode                         Emission,,,,,,,
X Mode                            Wavelength (nm),,,,,,,
Start (nm)                        480.00,,,,,,,
Stop (nm)                         625.00,,,,,,,
Ex. Wavelength (nm)               409.00,,,,,,,
Ex. Slit (nm)                     5,,,,,,,
Em. Slit (nm)                     5,,,,,,,
Scan rate (nm/min)                600.00,,,,,,,
Data interval (nm)                1.0000,,,,,,,
Averaging Time (s)                0.1000,,,,,,,
Excitation filter                 Auto,,,,,,,
Emission filter                   Open,,,,,,,
PMT voltage (V)                   Medium,,,,,,,
Corrected spectra                 OFF,,,,,,,
Multicell holder                  Multicell,,,,,,,
Multi zero                       OFF,,,,,,,
Method Log     :,,,,,,,
Method Name    : C:\Documents and Settings\Shimon Bershtein\My Documents\Carl\L82V_muts_5.FBSW,,,,,,,
Date/Time stamp: 7/16/2021 4:26:46 PM,,,,,,,
Method Modifications:,,,,,,,
Excitation Wavelength Changed: 7/16/2021 2:40:47 PM, Old: 350.00, New: 409.00,,,,,
Cell Changer Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell1 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell2 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell3 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell4 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Monitoring device: Changed: 7/16/2021 3:12:40 PM, Old:PCB 150, New:Block,,,,,
Emission Wavelength Changed: 7/16/2021 3:12:40 PM, Old: 400.00, New: 480.00,,,,,
Stop Wavelength Changed: 7/16/2021 3:12:40 PM, Old: 600.00, New: 625.00,,,,,
Autoconvert Changed: 7/16/2021 3:13:37 PM, Old:None, New:Ascii with Log,,,,,
Post run email Changed: 7/16/2021 3:13:37 PM, Old:OFF, New:ON,,,,,
Mail Send file Changed: 7/16/2021 3:13:37 PM, Old:OFF, New:ON,,,,,
Mail To Changed: 7/16/2021 3:13:37 PM, Old:, New:carlho@college.harvard.edu,,,,,
Sample1 Changed: 7/16/2021 3:15:22 PM, Old:Sample1, New:117-164G,,,,,
Sample2 Changed: 7/16/2021 3:15:22 PM, Old:Sample2, New:164G,,,,,
Sample3 Changed: 7/16/2021 3:15:22 PM, Old:Sample3, New:117G,,,,,
Sample4 Changed: 7/16/2021 3:15:22 PM, Old:Sample4, New:WT,,,,,
Post run email Changed: 7/16/2021 3:17:42 PM, Old:ON, New:OFF,,,,,
Mail To Changed: 7/16/2021 3:17:42 PM, Old:carlho@college.harvard.edu, New:,,,,,
End Method Modifications,,,,,,,
,,,,,,,
164G,,,,,,,
164G,,,,,,,
Collection Time: 7/16/2021 4:27:25 PM,,,,,,,
Operator Name  :,,,,,,,
Scan Software Version: 1.1(132),,,,,,,
Parameter List :,,,,,,,
Instrument                        Cary Eclipse,,,,,,,
Instrument Serial Number          FL1005M016,,,,,,,
Data mode                         Fluorescence,,,,,,,
Scan mode                         Emission,,,,,,,
X Mode                            Wavelength (nm),,,,,,,
Start (nm)                        480.00,,,,,,,
Stop (nm)                         625.00,,,,,,,
Ex. Wavelength (nm)               409.00,,,,,,,
Ex. Slit (nm)                     5,,,,,,,
Em. Slit (nm)                     5,,,,,,,
Scan rate (nm/min)                600.00,,,,,,,
Data interval (nm)                1.0000,,,,,,,
Averaging Time (s)                0.1000,,,,,,,
Excitation filter                 Auto,,,,,,,
Emission filter                   Open,,,,,,,
PMT voltage (V)                   Medium,,,,,,,
Corrected spectra                 OFF,,,,,,,
Multicell holder                  Multicell,,,,,,,
Multi zero                       OFF,,,,,,,
Method Log     :,,,,,,,
Method Name    : C:\Documents and Settings\Shimon Bershtein\My Documents\Carl\L82V_muts_5.FBSW,,,,,,,
Date/Time stamp: 7/16/2021 4:26:46 PM,,,,,,,
Method Modifications:,,,,,,,
Excitation Wavelength Changed: 7/16/2021 2:40:47 PM, Old: 350.00, New: 409.00,,,,,
Cell Changer Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell1 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell2 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell3 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell4 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Monitoring device: Changed: 7/16/2021 3:12:40 PM, Old:PCB 150, New:Block,,,,,
Emission Wavelength Changed: 7/16/2021 3:12:40 PM, Old: 400.00, New: 480.00,,,,,
Stop Wavelength Changed: 7/16/2021 3:12:40 PM, Old: 600.00, New: 625.00,,,,,
Autoconvert Changed: 7/16/2021 3:13:37 PM, Old:None, New:Ascii with Log,,,,,
Post run email Changed: 7/16/2021 3:13:37 PM, Old:OFF, New:ON,,,,,
Mail Send file Changed: 7/16/2021 3:13:37 PM, Old:OFF, New:ON,,,,,
Mail To Changed: 7/16/2021 3:13:37 PM, Old:, New:carlho@college.harvard.edu,,,,,
Sample1 Changed: 7/16/2021 3:15:22 PM, Old:Sample1, New:117-164G,,,,,
Sample2 Changed: 7/16/2021 3:15:22 PM, Old:Sample2, New:164G,,,,,
Sample3 Changed: 7/16/2021 3:15:22 PM, Old:Sample3, New:117G,,,,,
Sample4 Changed: 7/16/2021 3:15:22 PM, Old:Sample4, New:WT,,,,,
Post run email Changed: 7/16/2021 3:17:42 PM, Old:ON, New:OFF,,,,,
Mail To Changed: 7/16/2021 3:17:42 PM, Old:carlho@college.harvard.edu, New:,,,,,
End Method Modifications,,,,,,,
,,,,,,,
117G,,,,,,,
117G,,,,,,,
Collection Time: 7/16/2021 4:27:42 PM,,,,,,,
Operator Name  :,,,,,,,
Scan Software Version: 1.1(132),,,,,,,
Parameter List :,,,,,,,
Instrument                        Cary Eclipse,,,,,,,
Instrument Serial Number          FL1005M016,,,,,,,
Data mode                         Fluorescence,,,,,,,
Scan mode                         Emission,,,,,,,
X Mode                            Wavelength (nm),,,,,,,
Start (nm)                        480.00,,,,,,,
Stop (nm)                         625.00,,,,,,,
Ex. Wavelength (nm)               409.00,,,,,,,
Ex. Slit (nm)                     5,,,,,,,
Em. Slit (nm)                     5,,,,,,,
Scan rate (nm/min)                600.00,,,,,,,
Data interval (nm)                1.0000,,,,,,,
Averaging Time (s)                0.1000,,,,,,,
Excitation filter                 Auto,,,,,,,
Emission filter                   Open,,,,,,,
PMT voltage (V)                   Medium,,,,,,,
Corrected spectra                 OFF,,,,,,,
Multicell holder                  Multicell,,,,,,,
Multi zero                       OFF,,,,,,,
Method Log     :,,,,,,,
Method Name    : C:\Documents and Settings\Shimon Bershtein\My Documents\Carl\L82V_muts_5.FBSW,,,,,,,
Date/Time stamp: 7/16/2021 4:26:46 PM,,,,,,,
Method Modifications:,,,,,,,
Excitation Wavelength Changed: 7/16/2021 2:40:47 PM, Old: 350.00, New: 409.00,,,,,
Cell Changer Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell1 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell2 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell3 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell4 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Monitoring device: Changed: 7/16/2021 3:12:40 PM, Old:PCB 150, New:Block,,,,,
Emission Wavelength Changed: 7/16/2021 3:12:40 PM, Old: 400.00, New: 480.00,,,,,
Stop Wavelength Changed: 7/16/2021 3:12:40 PM, Old: 600.00, New: 625.00,,,,,
Autoconvert Changed: 7/16/2021 3:13:37 PM, Old:None, New:Ascii with Log,,,,,
Post run email Changed: 7/16/2021 3:13:37 PM, Old:OFF, New:ON,,,,,
Mail Send file Changed: 7/16/2021 3:13:37 PM, Old:OFF, New:ON,,,,,
Mail To Changed: 7/16/2021 3:13:37 PM, Old:, New:carlho@college.harvard.edu,,,,,
Sample1 Changed: 7/16/2021 3:15:22 PM, Old:Sample1, New:117-164G,,,,,
Sample2 Changed: 7/16/2021 3:15:22 PM, Old:Sample2, New:164G,,,,,
Sample3 Changed: 7/16/2021 3:15:22 PM, Old:Sample3, New:117G,,,,,
Sample4 Changed: 7/16/2021 3:15:22 PM, Old:Sample4, New:WT,,,,,
Post run email Changed: 7/16/2021 3:17:42 PM, Old:ON, New:OFF,,,,,
Mail To Changed: 7/16/2021 3:17:42 PM, Old:carlho@college.harvard.edu, New:,,,,,
End Method Modifications,,,,,,,
,,,,,,,
WT,,,,,,,
WT,,,,,,,
Collection Time: 7/16/2021 4:27:59 PM,,,,,,,
Operator Name  :,,,,,,,
Scan Software Version: 1.1(132),,,,,,,
Parameter List :,,,,,,,
Instrument                        Cary Eclipse,,,,,,,
Instrument Serial Number          FL1005M016,,,,,,,
Data mode                         Fluorescence,,,,,,,
Scan mode                         Emission,,,,,,,
X Mode                            Wavelength (nm),,,,,,,
Start (nm)                        480.00,,,,,,,
Stop (nm)                         625.00,,,,,,,
Ex. Wavelength (nm)               409.00,,,,,,,
Ex. Slit (nm)                     5,,,,,,,
Em. Slit (nm)                     5,,,,,,,
Scan rate (nm/min)                600.00,,,,,,,
Data interval (nm)                1.0000,,,,,,,
Averaging Time (s)                0.1000,,,,,,,
Excitation filter                 Auto,,,,,,,
Emission filter                   Open,,,,,,,
PMT voltage (V)                   Medium,,,,,,,
Corrected spectra                 OFF,,,,,,,
Multicell holder                  Multicell,,,,,,,
Multi zero                       OFF,,,,,,,
Method Log     :,,,,,,,
Method Name    : C:\Documents and Settings\Shimon Bershtein\My Documents\Carl\L82V_muts_5.FBSW,,,,,,,
Date/Time stamp: 7/16/2021 4:26:46 PM,,,,,,,
Method Modifications:,,,,,,,
Excitation Wavelength Changed: 7/16/2021 2:40:47 PM, Old: 350.00, New: 409.00,,,,,
Cell Changer Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell1 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell2 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell3 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Cell4 Changed: 7/16/2021 3:12:40 PM, Old:OFF, New:ON,,,,,
Monitoring device: Changed: 7/16/2021 3:12:40 PM, Old:PCB 150, New:Block,,,,,
Emission Wavelength Changed: 7/16/2021 3:12:40 PM, Old: 400.00, New: 480.00,,,,,
Stop Wavelength Changed: 7/16/2021 3:12:40 PM, Old: 600.00, New: 625.00,,,,,
Autoconvert Changed: 7/16/2021 3:13:37 PM, Old:None, New:Ascii with Log,,,,,
Post run email Changed: 7/16/2021 3:13:37 PM, Old:OFF, New:ON,,,,,
Mail Send file Changed: 7/16/2021 3:13:37 PM, Old:OFF, New:ON,,,,,
Mail To Changed: 7/16/2021 3:13:37 PM, Old:, New:carlho@college.harvard.edu,,,,,
Sample1 Changed: 7/16/2021 3:15:22 PM, Old:Sample1, New:117-164G,,,,,
Sample2 Changed: 7/16/2021 3:15:22 PM, Old:Sample2, New:164G,,,,,
Sample3 Changed: 7/16/2021 3:15:22 PM, Old:Sample3, New:117G,,,,,
Sample4 Changed: 7/16/2021 3:15:22 PM, Old:Sample4, New:WT,,,,,
Post run email Changed: 7/16/2021 3:17:42 PM, Old:ON, New:OFF,,,,,
Mail To Changed: 7/16/2021 3:17:42 PM, Old:carlho@college.harvard.edu, New:,,,,,
End Method Modifications,,,,,,,
